-0.14603849_0.100712754_0.1008089_-0.083416834_-0.03988451_-0.069897905_0.054091133_0.09312981_0.069438234_0.18034501_-0.148935_-0.029984243_0.08631187_-0.22731692_0.08834057_0.05827586_0.06113913_-0.06353187_0.13441835_-0.024109857_0.10710809_0.0019555502_0.055652022_-0.037683714_-0.04320311_8.7902165E-4_-0.0746127_0.005079233_0.17328355_0.07176525_0.036554966_0.060723808_-0.19673581_0.024291765_-0.06645361_0.05971275_0.032474153_-0.028012788_0.11171545_0.010209407_-0.21127933_0.023902554_0.09565888_-0.058038548_0.03213522_0.058123033_-0.06285774_-0.04381789_-0.018990546_0.17259611_0.03864838_-0.018641084_-0.029846618_-0.11008475_0.08990687_0.053246547_-0.15185884_0.05323854_-0.027122442_0.035426017_-0.0482034_0.14362976_0.044355366_0.0019469268_-0.072087474_-0.14304383_-0.03175155_0.026421586_-0.13216321_3.087325E-4_-0.02026843_0.11280146_0.038202547_0.14034711_-0.13121186_-0.07181452_0.13013473_0.112601034_0.0091963755_-0.07112305_0.057222_0.08570232_0.11720846_0.004265882_0.029859392_0.10899256_0.08734049_-0.010542414_0.12968114_-0.035177454_-0.118256986_0.015379116_0.024800763_-0.061179187_-0.09877411_-0.10967404_0.0017972689_-0.041160587_0.018303398_0.02567014_0.07689815_-0.0055093053_0.045033477_-0.106119305_-0.15247068_-0.021801263_-0.007528445_0.071227744_-0.03607784_0.005723226_-0.06108066_0.035480443_-0.0985218_0.0024440312_0.013701968_-0.14731789_-0.06769767_0.04136354_0.14953594_0.03824254_0.11300286_-0.1252061_0.063224085_-0.19029942_0.07863181_0.017655753_0.04695643_-0.19577278,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_z92IBjfCAAATHr4kyCQAADoDQNaAh4AABM2356.jpg
-0.07923745_0.056574874_0.060539518_-0.17107393_0.044703737_-0.13919334_-0.02999069_0.0810227_0.15836273_0.14374006_-0.12843321_-0.054089237_0.15651296_-0.18460415_0.058545966_0.04636959_-0.00937342_-0.024343085_0.17327051_-0.0017473303_0.070969835_-0.003464056_0.08073785_-0.053320948_-0.1600835_-0.0068160654_-0.03976868_-0.005748216_0.10226505_0.0706232_0.070722826_-0.027828462_-0.12131528_-0.03873132_-0.13187876_-0.021012867_0.13525209_0.07244181_0.1201791_0.042932224_-0.15404631_0.026262267_0.16943428_-0.056928575_0.011406111_0.030252123_-0.09683014_-0.10653375_-0.060636874_-0.007827118_0.08052659_0.027278194_-0.0029560959_-0.083665594_0.06840173_-0.03353265_-0.17123288_0.079183534_0.015958361_0.08927014_0.014971359_0.12513632_0.0347848_0.055088703_-0.047864787_-0.11649528_0.054092515_0.05918762_-0.14547345_0.054020997_-0.0086707715_0.12395863_-0.080892354_0.11714323_-0.13683096_0.058021333_0.15601897_0.12317895_0.032746505_0.008556264_0.062081028_0.0794729_0.11435956_-0.02425008_0.003252623_0.09115444_0.12693743_-0.030338304_0.06498731_-0.015370583_-0.08672159_0.07991324_0.015304207_0.023159787_-0.08435367_-0.12902181_-0.061618842_-0.042881157_0.103846535_-0.027348423_0.13446045_-0.009023363_-0.052659735_-0.052567925_-0.17820458_-0.09509539_-0.027371755_-0.019456364_-0.09877705_0.057986427_-0.067660734_0.03926867_-0.10225065_-0.008718575_0.012807698_-0.16128802_-0.014894555_0.11621599_0.12408641_0.058950428_0.13407435_-0.07074933_0.01755274_-0.10738082_-0.017407434_-0.09678926_-0.05998485_-0.09861195,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_z-OIA2JfAAAYjviXffkAADoDQNdtzYAABim436.jpg
-0.18238069_-0.0042660283_-0.004239294_-0.07339803_-0.005768657_0.06491693_0.025624594_0.024966978_0.092824094_0.078164175_-0.034868933_-0.046876017_0.104286656_-0.122726575_0.16605945_0.043024424_-0.03728024_-0.08892191_0.1014788_0.007905083_0.18355556_0.07390842_0.056085035_0.0076571843_0.03291819_0.109871924_-0.10006295_-0.033913314_0.08036459_0.005057839_-0.057951704_0.054056354_-0.1787414_0.07010404_-0.008173155_-0.07983009_-0.005590434_-0.06847198_0.18055786_-0.14326812_-0.074175455_0.13604435_-0.028846262_-0.043880068_0.038187902_0.041994642_-0.019467505_-0.063094415_-0.06462283_-0.03841091_0.19500248_-0.11796709_-0.06725068_-0.1376967_0.04655072_-0.026154993_-0.06037427_0.007925441_-0.023867866_0.11216154_0.062617175_-0.037668437_-0.02949814_0.14161518_-0.05734797_-0.008561241_0.05528432_-0.13456105_-0.16671698_-0.045591883_0.016995609_0.07829574_0.021139754_0.025145529_-0.021268675_-0.106682055_0.1637676_-0.025940143_0.06641385_0.025433812_0.017502215_-0.050060958_0.20044099_0.0055444795_0.01510646_0.18002798_-0.11017719_-0.15229675_0.054262523_-0.048495788_-0.22008853_0.048050884_-0.102796145_-0.14635187_-0.10658008_-0.15941422_0.03197746_-0.12085802_-0.114896335_0.13216661_0.071459584_0.001102289_0.10497115_0.086463064_0.06093951_-0.0058479924_-0.048110567_-0.048251156_-0.05529991_-0.053677432_-0.011748002_0.112784006_-0.07032471_0.056549232_-0.062656514_-0.05557116_-0.0023748823_0.11348298_-6.1105174E-4_0.054400664_0.058997203_-0.087306805_0.07260279_-0.023452241_0.092293814_-0.0033007124_0.03333476_-0.15461448,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_0lOINS9wAAAOReGDkfgAADoDQNhfLcAAA5d313.jpg
-0.13882418_-0.006764018_0.04226504_-0.0532516_-0.08921464_-0.06965594_-0.06677638_-0.042852197_0.091393195_0.17086412_-0.068923324_0.04551868_0.14618811_-0.21627769_0.045763653_0.12729086_0.009980605_-0.059884023_0.1399293_-0.059958745_0.117101185_-0.0015609469_0.047758777_0.006227053_0.0313253_-0.015822655_-0.101142585_-0.0067324596_0.15572497_-0.10979929_-0.06790698_0.05384118_-0.15450323_-0.061854467_-0.07769538_0.047064267_0.0038020858_0.09213955_0.18429315_-0.079732634_-0.21121417_0.055365976_0.12625442_-0.059498817_0.045170583_0.024475863_-0.10924851_-0.056649536_-0.08002576_-0.01459777_0.0099847615_-0.010036165_0.006914324_-0.13380292_-0.057708718_0.030535368_-0.086259514_-0.010375812_0.011056885_-0.009667288_0.07362507_0.1408578_0.019775957_-0.008071652_-0.11920991_-0.069456406_-0.022905301_-0.083222434_-0.045368906_0.033765085_0.0010299045_0.11775514_0.0065985187_0.016090488_-0.16398513_0.021245966_0.12257796_0.11588783_0.16030197_-0.03586705_-0.06413634_0.0818714_0.082668945_0.0030084534_0.13494153_0.10903821_0.025313066_-0.04490613_0.110664904_-0.11297381_0.05010368_0.037003074_0.020153508_-0.02270657_-0.10962295_-0.11169893_-0.03623189_-0.060974818_-0.06348912_0.113124885_0.07724079_-0.08182379_0.093732744_-0.067898184_-0.1512452_0.05633047_-0.10303485_-0.02790205_-0.047411934_-0.02148684_-0.09347008_-0.066601574_-0.21434823_0.037601776_0.051563453_-0.16773875_-0.14982162_0.15976894_0.10006135_-0.057122994_0.036506645_-0.04806034_-0.012682178_-0.020362666_0.04514006_0.014922536_0.037178587_-0.12582947,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_0lSIDwaDAAANciwgltEAADoDQNlgJUAAA2K188.jpg
-0.19914956_-0.10378702_0.13974147_-0.0825057_0.029664962_-0.0971127_0.027009405_-0.11391785_0.05491903_0.1619519_-0.09572886_-0.14101012_0.050294936_-0.0972805_0.048664663_0.008436112_0.031803742_-0.026014104_0.12076048_-0.23167752_0.16749004_0.07911987_0.10752114_-0.031328466_-0.08421229_0.028507946_-0.12248882_0.14897041_0.16240229_0.09506654_-0.055709556_-0.06674995_-0.112417266_-0.014922331_-0.086688586_0.048957236_0.03933831_0.0086845085_0.021783167_-0.07669378_-0.1537202_0.07888613_0.1913362_-0.044063125_0.07503863_-0.07149659_-0.10724844_-0.013798724_-0.12656575_9.429594E-4_0.098243535_0.108914964_-0.035402693_0.06548869_-0.09518632_0.09806331_-0.07489082_0.07008218_-0.02556476_-0.10653911_-0.028903963_0.092576474_0.031267837_-0.050280232_0.035466094_-0.072523944_0.12207834_-0.04934374_-0.10021357_0.1110002_0.06276_0.18456896_0.01262802_0.037284993_-0.09405748_0.021889571_0.1034503_-0.0034036564_0.071523175_0.036466192_-0.0062149805_-0.09710618_0.13521005_-0.027039962_0.06609155_0.010464188_0.078698635_-0.020156324_0.05075666_-0.07936158_0.0022987712_0.09723511_0.027261248_-0.07394004_0.031821493_-0.036361728_-0.07046143_0.019403452_-0.011299641_0.01619028_0.12899093_-0.09524155_0.007249536_0.092672564_-0.1325524_-0.1308662_-0.12396527_-0.023554996_-0.01730254_0.115592495_-0.07689317_0.03097356_-0.13646792_0.024715835_0.0029863233_-0.08751635_-0.08187063_0.11869498_0.13756223_0.09762932_-0.03100285_-0.0781474_-0.01694394_-0.018587364_-0.009967948_-0.077543125_-0.008011149_-0.1512734,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_1BGIV1czAAANjiijHWkAADoDQNpQ5AAAA2m302.jpg
-0.16385047_0.0329437_0.055433106_-0.10965329_-0.04858386_-0.13283883_0.07593736_-0.037330817_-0.029089136_0.15996066_-0.07359718_-0.051908955_0.022169434_-0.091281146_0.070794635_0.19633678_0.03631643_0.089866534_0.10446561_-0.16073583_0.21336785_0.07447247_0.03080259_-0.081855476_-0.060637157_0.057933733_-0.1082329_0.17427355_0.11434092_0.0400875_0.016733723_-0.06397927_-0.06639287_0.04084956_0.023622986_0.0033100145_0.10046746_0.04487807_0.036679287_-0.10872728_-0.23227829_0.026663624_0.18308179_0.02414778_0.083186835_0.044739477_-0.119973324_-0.03304521_-0.029971825_-0.03489782_0.02852115_0.052098826_0.010238264_-0.0021965893_0.021743424_0.10181272_-0.10325005_0.05525235_-0.06434181_-0.047160443_-0.041221444_0.17659067_0.0409701_-0.066603_0.07756701_0.013359554_0.049765393_0.063996695_0.03329396_0.1626886_0.07352289_0.13030231_0.031433824_0.11086039_-0.09416203_0.07099174_0.092557326_0.016995002_-4.033558E-5_-0.056421984_0.027398508_-0.08151282_0.09578172_-0.013195674_0.08616681_0.051769696_0.10459208_-0.0099072615_0.10413843_-0.1112513_0.07715302_0.08709463_0.011011287_-0.073425904_0.019454325_-0.08598125_-0.014820845_-0.061976537_-0.09349137_-0.04166846_0.04060948_-0.17071503_-0.015472896_0.050333574_-0.19647925_0.0028859072_-0.036470134_-0.04122334_-0.02770497_0.021464748_-0.0070401514_0.04197967_-0.11789389_0.031389892_0.039499607_-0.13186781_0.0016231162_0.16056302_0.12312482_0.056579873_-0.0027577495_-0.16313984_0.114723906_-0.0684153_-0.034817416_-0.08207016_-0.12191141_-0.14545976,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_1PqIT9yoAAAUBzvtSlsAADoDQNtT4kAABQf424.jpg
-0.19458613_0.04590964_-0.0019478464_-0.068406604_-0.074191704_-0.15808399_0.077162_-0.06621833_0.025846615_0.14863218_-0.03479222_-0.054948166_0.029447984_-0.13069975_-0.013111805_0.06326128_0.018725567_0.032523636_0.08686527_-0.19434579_0.19323266_0.10612002_0.0947011_-0.07531058_-0.014913254_0.040591314_-0.1479343_0.13901435_0.100515015_0.09271828_0.014073471_-0.048790332_-0.13796666_0.030651199_-0.06694699_0.011856802_0.040291145_0.0030714213_0.08168036_-0.11533845_-0.22311197_-0.06045241_0.19619666_0.0110896295_0.07632769_0.008259241_-0.03647809_0.015931081_-0.0422485_-6.6677184E-4_0.08787623_0.051932912_-0.00886168_0.035421416_0.019123629_0.11037767_-0.06944267_0.08560115_-0.018399777_-0.08642244_0.09920006_0.16843264_-0.067470685_-0.017261857_0.11423091_-0.075753756_0.036179867_0.047616802_0.056389056_0.11061132_0.07298585_0.19637933_-0.01961576_0.12783423_-0.15543409_0.033354513_0.11517698_-0.015310722_0.008685769_-0.06678812_-0.040650595_-0.059005722_0.1445425_0.0026103796_0.10762795_0.06508745_0.043547094_-0.02608023_0.11024011_-0.029719636_0.04723442_0.014460644_-0.030805686_-0.020972457_0.06905049_-0.09785014_-3.756824E-4_-0.019886345_0.006130756_0.014237874_0.06931005_-0.12623873_0.018627314_0.07434022_-0.093667075_0.018107565_-0.057890087_-0.0057718763_-0.06860584_0.012909255_-0.11840833_-0.02571373_-0.16603412_0.06238287_-0.00413231_-0.18281876_-0.025293285_0.1224547_0.10912459_0.102141246_-0.0017552252_-0.12698351_0.11956954_-0.095836714_-0.0793438_-0.040872052_-0.031429224_-0.16783349,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_1PyIJSQsAAASZ_ur2eUAADoDQNxAPsAABJ_494.jpg
-0.22047476_-0.028528802_0.17504823_-0.1005561_0.004041848_-0.10516933_0.107314944_-0.011729111_0.03463782_0.17594807_-0.15012053_-0.036811475_0.052440803_-0.070548005_0.05378825_0.033367824_0.025815021_-0.11114175_0.06845678_-0.08275915_0.062601075_-0.05083272_0.015667161_-0.11544133_0.033514846_-0.07337376_-0.04991172_0.06005851_0.054890003_0.015680812_0.019893173_-0.02023719_-0.14137772_0.022532873_-0.13136289_4.1143448E-4_0.06786738_-0.047305852_-0.0038910268_0.0036433467_-0.25707218_0.10318597_0.19546837_-0.11283333_0.105831854_0.05925392_-0.047627613_-0.07696803_-0.03127254_0.1873061_0.14605156_0.013107111_-0.04787798_-0.051844988_0.060899973_-0.09072926_-0.10498435_0.04185382_0.06410043_-0.08033642_-0.018175455_0.01901605_7.1686844E-4_0.10995924_0.0068580434_0.05193971_0.06854087_0.0073836716_0.0889095_0.008791635_-0.047766406_0.13925578_0.15074252_0.16563784_-0.13865775_-0.050978463_0.19143361_0.06412234_0.0073571573_0.07102292_0.03745686_0.12895806_0.1557415_-0.017842593_-0.08118529_0.09956661_0.005136563_-0.12123776_0.0299475_-0.038433433_-0.020974727_0.037169445_-0.0010090829_0.0022141384_-0.056501467_-0.05525957_0.034908034_0.068995774_0.108316496_-0.028812798_0.09433923_-0.02081526_0.025564719_-0.0055713006_-0.12615116_-0.039545897_0.0506456_0.19907852_0.04243324_0.030524444_-0.051240556_0.06240283_-0.116436794_0.09997058_0.03630366_-0.009060594_0.0444097_0.08822562_0.18837923_0.01744099_0.03701582_-0.046063393_0.022814631_-0.08802615_0.034822103_-0.030142795_0.03225396_-0.17326239,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_3wiIAYCkAAAPXzwBiBMAADoDQN1MaoAAA93543.jpg
-0.21507958_0.012510599_0.1218564_-0.06873575_0.02733191_-0.08724355_0.04828856_0.070496306_0.22706749_0.15578184_-0.16012871_-0.008244023_-0.011891453_-0.11549002_0.07472876_0.05113231_-0.0021838516_-0.019229593_0.15232009_-0.01775491_0.15396689_0.0029867787_0.09865455_-0.13065112_0.016316883_-0.11029574_0.0043030456_0.09408147_0.020479787_0.058059987_-0.044584703_-0.008770332_-0.056134343_-0.083743095_-0.11896343_-0.047822636_0.119495854_-0.040228516_0.04615054_-0.0032848532_-0.19614188_-0.0030076082_0.2057483_-0.039200272_0.06694397_0.09037841_-0.023599273_-0.10537466_-0.13335039_0.13118945_0.1537824_0.046250813_0.05373918_-0.03252946_0.028600087_0.054240666_-0.06198653_0.16545086_0.019348513_-0.0043628966_-0.0024729306_0.042467725_-0.017741565_0.10359899_-0.10911105_-0.023621473_0.021985132_0.06698287_-0.046875853_-0.044942044_-0.026851965_0.11678274_0.01999017_0.11489213_-0.13982312_0.039008696_0.17827676_-0.010235479_-0.06604286_0.059412643_0.032949064_0.059906743_0.11930962_-0.015998887_-0.080628164_0.03424945_0.08719473_-0.11501216_0.052201908_-0.0754329_-0.051886164_0.036184475_0.10657795_-0.038550217_-0.10909106_-0.15317905_-0.00510301_0.018524636_0.07006574_0.14714633_0.05290852_-0.07151414_0.09717186_-0.075512305_-0.15115754_-9.736934E-4_-0.049246106_0.04850126_0.004773726_0.06254718_-0.043142635_0.14929876_-0.113310196_0.08454656_0.036198504_-0.06939124_-0.025924193_0.15071222_0.12217357_0.05831288_-0.027267005_0.003243002_0.0053289337_-0.13088916_0.062808245_-0.029461386_0.018407341_-0.1181715,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_3xGIT7ZxAAAZRD23FlIAADoDQN4y5QAABlc785.jpg
-0.10552672_-0.044605963_0.14139102_-0.019067012_0.081328385_-0.03717255_0.019570634_-0.05982026_-0.045362014_0.11892027_-0.034945242_0.030262714_-0.059813824_-0.16687377_0.16509673_-0.05984501_0.17791246_0.045739576_-0.042109676_-0.1732207_0.107624315_0.101654485_0.036498792_-0.026404869_-0.06408691_-0.08220649_-0.13044932_-0.0042479117_0.18419632_-0.048544906_-0.13646306_-0.0748908_-0.08298948_0.053153798_-0.060770296_-0.018401371_0.18744873_-0.08360845_0.087099396_0.067962_-0.13824794_0.10914433_0.0627216_-0.17344645_0.081507474_-0.04284241_0.022925833_-0.08127064_-0.024272906_0.018433709_0.08455026_0.067868195_0.05306311_-0.0037134096_-0.026577704_-0.08757803_0.053738326_-0.020461502_-0.0054002884_-0.08950427_-0.03271595_0.021968273_-0.009137897_-0.048642993_-0.10887655_0.10042644_0.09990769_-0.085713625_0.07063708_0.03363353_0.10400885_0.15143953_0.08585646_0.13190684_-0.28150678_-0.06630561_0.21156472_0.06679545_0.01211239_0.011988194_0.04886354_-0.03432787_0.05514338_-0.06381847_-0.0136869475_0.10204888_0.027117321_-0.027251726_0.012661806_-0.0040894942_-0.021764308_-0.01823477_-0.028931946_-0.081657276_0.054771375_-0.019034004_0.139972_-0.07593738_0.082635716_0.078035265_0.12127862_-0.09400197_0.120240055_-2.7467744E-5_-0.178011_0.093548074_-0.027035335_-0.015815008_0.09604761_-0.05958699_-0.07494283_0.048023056_-0.12161455_-0.0073392773_0.09002368_-0.049031567_-0.020481285_0.046093434_0.1193654_-0.09751228_0.043112554_-0.06833522_-0.0020208985_0.11250818_5.962554E-4_0.12428805_0.012164128_-0.1076866,http://192.168.11.241/ifstore011241/M00/01/B0/wKgL8Vo_7AWIUcxKAAAKfZWfNNYAADoDQN8tjgAAAqV372.jpg
